id,Category,Title,Description,Text,Photo,Year,Director,Trailer,Awards,Title_ru,Text_ru,Director_ru,Awards_ru
274,Comedy;Family films;Full-length,Lottery,D. Manabaev. 2012,"The boy Aulet, an orphan and a pupil of a boarding school, by chance becomes the owner of a winning lottery ticket. The discovery instantly changes his life, in which numerous relatives immediately appear who want to ""take care"" of him.",https://static.tildacdn.com/stor3164-6666-4031-b436-656234653335/56682629.png,2012,D. Manabaev,,,Лотерея,"Мальчик Аулет, сирота и воспитанник интерната, волею случая становится обладателем выигрышного лотерейного билета. Находка мгновенно меняет его жизнь, в которой тут же появляются многочисленные родственники, желающие о нем «позаботиться».",Д. Манабаев,NULL
275,Comedy;Drama;Melodrama;Full-length,Teacher,"V.Vilks, S.Leontiev. 2013","What are you willing to do for love? Steal a plane in which she flies to another city? Learn French in one night because she doesn't know any other language? Or maybe impersonate a professor at the best university where she had just entered? This is what, taking advantage of the absence of a real teacher, the protagonist of the film decides to do. Having got involved in an adventure, he is on the verge of exposure every minute. The clouds are gathering when a real teacher comes to the university. Will the main character manage to win the heart of his beloved? And what does Batyrkhan Shukenov have to do with it?",https://static.tildacdn.com/stor6636-3665-4762-b038-613864363931/47709725.jpg,2013,"V.Vilks, S.Leontiev",,,Препод,"На что вы готовы пойти ради любви? Украсть самолет, на котором она летит в другой город? Выучить французский за одну ночь, потому что она не знает никакого другого языка? Или, может быть, выдать себя за профессора лучшего университета, куда она только что поступила? Именно это, воспользовавшись отсутствием настоящего учителя, решает сделать главный герой фильма. Ввязавшись в авантюру, он ежеминутно находится на грани разоблачения. Тучи сгущаются, когда в университет приходит настоящий учитель. Удастся ли главному герою завоевать сердце своей возлюбленной? И какое отношение к этому имеет Батырхан Шукенов?"," В. Вилкс, С. Леонтьев",NULL
276,Adventure;Comedy;Fantasy;Full-length,Sword of Victory,"A.Suleeva, A.Raibaev. 2013","The story of a schoolboy Aytuar who accidentally finds an ancient sword. Following the sword from antiquity, the batyr, the owner of the sword, comes to the modern world. Moreover, it turns out that the Dzungars are hunting for this sword, which is a symbol of victory. The Dzungars need a sword in order to win the decisive battle. The Dzungarian ruler orders his shaman to deliver the sword at any cost. The shaman pursues the batyr and also finds himself in the modern world. Then the extraordinary adventures of the heroes begin ...",https://static.tildacdn.com/stor3864-3562-4566-a633-363530346336/36062759.jpg,2013,"A.Suleeva, A.Raibaev",,"The best role of a boy, The Kinomalyshok Competition at the International Film Festival Kinoshok, Russia, 2013.
""The most humorous scenario"", the 13th International Children's Arts and Sports Festival.
Grand Prix in the category ""Feature film"", the XV anniversary Film Festival ""Fairy Tale"".",Меч Победы,"История школьника Айтуара, который случайно находит старинный меч. Вслед за мечом из древности в современный мир приходит батыр, владелец меча. Более того, оказывается, что за этим мечом, являющимся символом победы, охотятся джунгары. Джунгарам меч нужен для того, чтобы выиграть решающую битву. Джунгарский властелин приказывает своему шаману любой ценой доставить меч. Шаман преследует батыра и также оказывается в современном мире. Далее начинаются необыкновенные приключения героев...","А.Сулеева, А.Райбаев","Лучшая роль мальчика, Конкурс КиноМалыШок при МКФ КиноШОК, Россия, 2013 г.
«Самый юмористический сценарий», 13-ый Международный детский фестиваль искусств и спорта.
Гран-при в номинации ""Игровое кино"", юбилейный XV Кинофестиваль «Сказка».
"
277,Action;Crime;Full-length,Joker,T. Zhakybekov. 2013,"Shaman's gang treat Chyna brutally, killing his younger brother. Events are developing in such a way that they force the messenger of heaven Dili-Dili to appear, who will have to send the Hero. The poison of thoughts of revenge burns out the Hero's soul, but does not kill the flesh. The task of the envoy of Dili-Dili is to teach Chin to use all human potential to destroy his enemies.",https://static.tildacdn.com/stor3962-3738-4233-a131-336430643965/41942402.jpg,2013,T. Zhakybekov,,,Джокер,"Банда Шамана обходится с Чиной жестоко, убивая его младшего брата. События развиваются так, что вынуждают появится посланнику небес Дили-Дили, которому предстоит направить Героя. Яд мыслей о мести выжигает душу Героя, но не убивает плоть. Задачей посланника Дили-Дили служит научить Чину использовать весь человеческий потенциал, чтобы уничтожить своих врагов.",Т. Жакыбеков,NULL
278,Drama;Full-length,Book,E. Zhumagulov. 2013,"A young and successful creative director of the advertising agency Ongar, who, having encountered the Koran, rethinks his life. Actually, the film is not about the Koran itself, but about how he goes through his life through ups and downs, mistakes and insights, sadness and joy. With the support of friends and family, Ongar comes to comprehend the Koran. He manages to return the once lost first love. Finally, by the age of 35, he will be able to find a family, help his older sister with cancer, put an end to his very profitable and profitable, but far from honest business.",https://static.tildacdn.com/stor3635-6465-4436-b031-613533393732/88091873.png,2013,E. Zhumagulov,,,Книга,"Молодой и успешный креативный директор рекламного агентства Онгар, который столкнувшись с Кораном, переосмысливает свою жизнь.Собственно фильм не о самом Коране, а о том, как через падения и взлеты,ошибки и озарения, грусть и радость, он проходит свой жизненный путь.При поддержке друзей и родных Онгар приходит к осмыслению Корана. Ему удается вернуть некогда утраченную первую любовь. Наконец-то к своим 35 годам он сможет обрести семью, помочь старшей сестре больной раком,покончить со своим весьма доходным и прибыльным, но далеко не честным делом.<br /><br />",Е. Жумагулов,NULL
279,Drama;Full-length,Bauyr,S. Aprymov . 2013,The story of a young director who came to the village to write sounds for the film.,https://static.tildacdn.com/tild3366-3866-4137-b538-396264383963/bauyr_little_brother.jpeg,2013,S. Aprymov,,,Бауыр,"История молодого режиссера, приехавшего в аул писать звуки для фильма.<br />Тегі жоқ адам – тамыры жоқ ағаш секілді. Фильмнің бас кейіпкері 20 жасар Әлішер Америкада киномектепте, дыбыс режиссері оқуын аяқтап, елге оралып «Қазақфильм» киностудиясына жұмысқа тұрады. Әлішер өз тілін, жеті атасын білмейтін қазақ, бар білетіні әжесінің айтуы бойынша тоқабайлар ұрпағы. Жұмыс тапсырмасы бойынша Әлішер тарихи фильмге дыбыс жасауға туған ауылына келеді, осылай Әлішер өзінің кім екенін тани бастайды. Ғасырлап созылған қазақ руларының арасындағы өшпенділік, шойтабандар мен тоқабайлар арасындағы араздықты бас кейіпкер Әлішер шеше алады.",С. Апрымов,NULL
280,Biography;Drama;Full-length,Path of the Leader: River of Fire,R. Abdrashev. 2013,"Continuation of the most successful film of the last year ""The Sky of My Childhood"" based on the books of the First President of the Republic of Kazakhstan-Leader of the Nation N.A. Nazarbayev - as part of the film epic ""The Way of the Leader"". A film about the trip of the young Sultan - to the fraternal union republic of Ukraine and about the years of study.",https://static.tildacdn.com/stor6363-3837-4862-b336-653530646366/29228046.jpg,2013,R. Abdrashev,,"July 4, 2013 Trieste, Kazakh Cinema Evening (together with the Embassy of the Republic of Kazakhstan in Italy).
December 11-15, 2011 Festival ""Days of Cinema of Turkic countries"", Istanbul.
January-February-March 2012 Spain, Barcelona, Madrid, CINEMA DAYS.
May 10-15, 2014 Indonesia, Cinema Days.
December 2014 Cinema Days, Poland.",Путь Лидера: Огненная гора,"Продолжение самого успешного фильма прошлого года ""Небо моего детства"" по мотивам книг Первого Президента РК-Лидера Нации Н.А.Назарбаева - в рамках киноэпопеи ""Путь Лидера"". Фильм о поездке юноши Султана - в братскую союзную республику Украина и о годах учебы.",Р. Абдрашев,"4 июля 2013 Триеста, вечер Казахского кино (совместно с Посольством РК в Италии).
11-15 декабря 2011 Фестиваль «Дни кино тюркских стран», Стамбул.
Январь-Февраль-Март 2012 Испания, Барселона, Мадрид, ДНИ кино.
10-15 мая 2014 Индонезия, Дни кино.
Декабрь 2014 Дни кино, Польша.
"
281,Biography;Drama;Full-length,Leader Path: Iron Mountain,R. Abdrashev. 2013,"Continuation of the most successful film of the last year ""The Sky of My Childhood"" based on the books of the First President of the Republic of Kazakhstan-Leader of the Nation N.A. Nazarbayev - as part of the film epic ""The Way of the Leader"". A film about the Sultan and his comrades, about returning to their homeland, to the city of metallurgists - Temirtau, where they continue their studies and start working.",https://static.tildacdn.com/stor3833-3063-4134-a633-323962623334/78508571.jpg,2013,R. Abdrashev,,"July 4, 2013 Trieste, Kazakh Cinema Evening (together with the Embassy of the Republic of Kazakhstan in Italy).
December 11-15, 2011 Festival ""Days of Cinema of Turkic countries"", Istanbul.
January-February-March 2012 Spain, Barcelona, Madrid, CINEMA DAYS.
May 10-15, 2014 Indonesia, Cinema Days.
December 2014 Cinema Days, Poland.",Путь Лидера: Железная Гора,"Продолжение самого успешного фильма прошлого года ""Небо моего детства"" по мотивам книг Первого Президента РК-Лидера Нации Н.А.Назарбаева - в рамках киноэпопеи ""Путь Лидера"". Фильм о Султане и его товарищах, о возвращении на Родину, в город металлургов -Темиртау, где продолжают учебу и начинают трудовую деятельность",Р. Абдрашев,"4 июля 2013 Триеста, вечер Казахского кино (совместно с Посольством РК в Италии).
11-15 декабря 2011 Фестиваль «Дни кино тюркских стран», Стамбул.
Январь-Февраль-Март 2012 Испания, Барселона, Мадрид, ДНИ кино.
10-15 мая 2014 Индонезия, Дни кино.
Декабрь 2014 Дни кино, Польша.
"
282,Crime;Full-length,Ghost hunt,M. Kunarov. 2014,"The story takes place in the near future. The ingenious invention of a global corporation, codenamed ""GS code"" guarantees the eradication of crime and security throughout the world. The Company uses the unified GS security system. However, this is only the visible side of the technology. The real plan of the corporation lies in the control over the minds of people, through the introduction of a new system ""Ghost"".",https://static.tildacdn.com/stor3130-3161-4538-b331-306333616134/61632476.jpg,2014,M. Kunarov,,,Охота за Призраком,"Действия истории разворачивается в недалеком будущем. Гениальное изобритение глобальной корпорации, под кодовым названием ""GS код"" гарантирует искоренение преступности и безопасность во всем мире. Общество использует единую систему безопасности GS. Однако, это лишь видимая сторона технологии. Реальный план корпорации кроется вконтроле над разумом людей, посредством внедрения новой системы ""Призрак"".",М. Кунаров,NULL
283,Drama;Full-length,Extreme Journalist,"A. Erzhanov, S. Abishev. 2014",The film tells about the brothers who are building a house so that the akimat does not confiscate their empty plot.,https://static.tildacdn.com/stor6661-3262-4431-b032-396464316466/22970179.png,2014,"A. Erzhanov, S. Abishev",,,Журналист Экстрима,"Картина рассказывает о братьях, которые строят дом, чтобы акимат не конфисковал их пустой участок.","А. Ержанов, С. Абишев",NULL
284,Drama;Full-length,Path to the сlouds,O. Bach. 2014,"A young guy, convinced that the main thing in life is money, agrees to an adventure, while violating the law and conscience. A terminally ill patient begs a well-known doctor to give her a lethal injection, offering everything she has in return. But constant quarrels with his son, who reproaches him for poverty, make him seriously think about the proposal of the patient ... The old man, a resident of a distant village, has been working as a gravedigger all his life. He loves his work and feels a certain meaning of life in it, although because of it his family broke up a long time ago, and he still does not know about their future fate ... Each of the Heroes will make his choice, and fate will arrange everything in its own way. places. After all, the main thing is to find your path! Path to the clouds...",https://static.tildacdn.com/stor3365-6436-4337-a632-333564303233/15174206.jpg,2014,O. Bach,,,Тропинка к Облакам,"Молодой парень, убеждённый, что в жизни главное — это деньги, соглашается на авантюру, при этом преступая закон и совесть. Известного врача безнадёжно больная пациентка умоляет сделать ей смертельный укол, предлагая взамен всё, что у неё есть. Но постоянные ссоры с сыном, который упрекает его в бедности, заставляют его серьёзно задуматься над предложением пациентки… Старик, житель далёкого аула, всю свою жизнь работает могильщиком. Он любит свою работу и ощущает в ней некий смысл жизни, хотя из-за неё когда-то давно распалась его семья, и он до сих пор не знает о их дальнейшей судьбе… Каждый из Героев сделает свой выбор, а судьба расставит всё по своим местам. Ведь главное — это найти свою тропинку! Тропинку к облакам…",О. Бах,NULL
285,Drama;Melodrama;Full-length,Adventure,N. Turebaev. 2014,"Tragicomedy based on ""White Nights"" by Fyodor Dostoyevsky.",https://static.tildacdn.com/stor6536-6263-4139-b436-333438633466/47867510.png,2014,N. Turebaev,,,Приключение,"Трагикомедия по мотивам ""Белых ночей"" Федора Достоевского.",Н. Туребаев,NULL
286,Drama;Full-length,Island,K. Dyusembaev. 2014,"The dramatic events of the film ""Dameli"", based on real events, unfold in the 50s of the last century, at the end of the Stalin era. The main character, a young fragile girl Dameli, stoically resists the difficulties that have befallen her and the arbitrariness of the NKVD officer, the head of the fishing village.",https://static.tildacdn.com/tild6366-6266-4030-b631-623266343530/IMG_4958-1024x683.jpeg,2014,K. Dyusembaev,,,Остров,"Драматические события фильма «Дамели», основанного на реальных событиях, разворачиваются в 50-е годы прошлого века, на исходе сталинской эпохи. Главная героиня – молоденькая хрупкая девушка Дамели стоически противостоит выпавшим на ее долю трудностям и самоуправству энкавэдэшник – начальника рыбацкого аула.",К. Дюсембаев,NULL
287,Fantasy;Full-length,Waiting for the Sea,B. Khudaynazarov. 2013,"Waiting for the Sea is a film about how the sea affects people's lives. If earlier the sea brought work, then with its departure, the whole meaning of life disappears. Marat, the captain of a fishing boat, goes to jail. Ten years pass until he returns to his native land. There is neither his aul nor the sea. Only caravans go...",https://static.tildacdn.com/stor6139-3630-4365-b030-366632656364/51691522.jpg,2013,B. Khudaynazarov,,,В Ожидании Моря,"В ожидании моря - это фильм о том, как море влияет на жизнь людей. Если раньше море приносило работу, то с уходом его пропадает весь смысл жизни. Марат, капитан рыболовецкого судна, попадает в тюрьму. Проходит десять лет пока он возвращается в родные земли. Нет ни его аула, ни моря. Ходят только караваны...",Б.Худойназаров,NULL
288,Biography;Drama;Full-length,Breaking the Vicious Circle,R. Abdrashov. 2014,"The fourth film of the epic film ""The Path of the Leader"", based on the work of the First President of the Republic of Kazakhstan - the Leader of the Nation N.A. Nazarbayev. The film tells about the activities of the main character Nursultan as the head of the party organization of the largest metallurgical plant in Central Asia - Karmetkombinat in the city of Temirtau. In order to take Kazakhstan Magnitka to a new level, Nursultan has to work hard, defend and implement innovative methods of work.",https://static.tildacdn.com/stor6563-3939-4463-a537-313434333064/30170985.jpg,2014,R. Abdrashov,,"July 4, 2013 Trieste, Kazakh Cinema Evening (together with the Embassy of the Republic of Kazakhstan in Italy).
December 11-15, 2011 Festival ""Days of Cinema of Turkic countries"", Istanbul.
January-February-March 2012 Spain, Barcelona, Madrid, CINEMA DAYS.
May 10-15, 2014 Indonesia, Cinema Days.
December 2014 Cinema Days, Poland.",Разрывая Замкнутый Круг,"Четвертый фильм киноэпопеи ""Путь Лидера"", снят по мотивам произведении Первого Президента Республики Казахстан - Лидера нации Назарбаева Н.А.. В фильме рассказывается о деятельности главного героя Нурсултана в качестве руководителя партийной организации крупнейшего в Центральной Азии металлургического комбината – Карметкомбината в городе Темиртау. С целью подъема «Казахстанской Магнитки» на новый уровень, Нурсултану приходится усердно трудиться, отстаивать и внедрять инновационные методы работы.",Р.Абдрашов,"4 июля 2013 Триеста, вечер Казахского кино (совместно с Посольством РК в Италии).
11-15 декабря 2011 Фестиваль «Дни кино тюркских стран», Стамбул.
Январь-Февраль-Март 2012 Испания, Барселона, Мадрид, ДНИ кино.
10-15 мая 2014 Индонезия, Дни кино.
Декабрь 2014 Дни кино, Польша.
"
289,Drama;Melodrama;Full-length,The Road to Home,R. Suleimenov. 2015,"The plot is based on the story of a Kazakhstani who chose a life far from his native land, but eventually realized that the main thing in a person's life is love for the Motherland and his family.Maksat, the hero of the film, likes to live and work in Europe. He is a microbiologist working for a large company and leading large-scale projects. He used to look at his homeland from the plane window – during rare business visits and business trips. And only the death of his grandfather, who lives as a recluse in a distant village, makes adjustments to the schedule of a successful businessman.In order to sell his inheritance – a horse farm and several good horses – he allocates only a few days. But this time is enough for Maksat to see how life has changed in his native village, to meet the local teaching Aruzhan, which combines traditional values and modern education.Maksat, as a scientist, understands that today all conditions have been created in his Homeland and there are huge opportunities to realize his potential and the boldest plans for the benefit of his country.",https://static.tildacdn.com/stor3366-3234-4630-a335-363537316432/45342475.png,2015,R. Suleimenov,,"Audience Award, 10th International Film Festival ""Eurasia"".",Дорога Домой,"В основе сюжета - история казахстанца, выбравшего жизнь вдалеке от родной земли, но в итоге осознавшего, что главное в жизни человека - это любовь к Родине и его семья.Максату, герою фильма, нравится жить и работать в Европе. Он микробиолог, работающий в крупной компании и ведущий масштабные проекты. На Родину он привык смотреть из окна самолета – во время редких деловых визитов и командировок. И только смерть деда, живущего затворником в далеком ауле, вносит коррективы в график успешного бизнесмена.Для того чтобы продать наследство – конеферму и несколько хороших скакунов, – он выделяет всего несколько дней. Но этого времени хватает для того, чтобы Максат увидел, как изменилась жизнь в родном поселке, встретил местную учительную Аружан, в которой сочетаются традиционные ценности и современное образование.Максат, как ученый, понимает, что сегодня на Родине созданы все условия и есть огромные возможности, чтобы реализовать свой потенциал и самые смелые замыслы на пользу своей страны.",Р.Сулейменов,"Приз зрительских симпатий, 10-й МКФ «Евразия»."
290,Drama;Full-length,Voice of the Steppes,"E. Shynarbaev, G. Depardieu. 2015","As a child, Anatole traveled to Kazakhstan, where his parents participated in archaeological excavations. When Anatole's brother died tragically, he, under the influence of shock, stops talking. A local shaman comes to the rescue and heals the boy, teaching him to hear all the sounds of nature. Half a century later, in Paris, Anatole meets Abai, the grandson of the same shaman who is sure that his grandfather passed on his unique abilities to Anatole...",https://static.tildacdn.com/tild6338-3933-4164-b061-356136303231/001-2-kopiya-1024x65.jpeg,2015,"E. Shynarbaev, G. Depardieu",,,Голос Степей,"Будучи ребенком, Анатоль побывал в Казахстане, где его родители участвовали в археологических раскопках. Когда брат Анатоля трагически погиб, он, под воздействием шока, перестает говорить. На помощь приходит местный шаман, который исцеляет мальчика, научив его слышать все звуки природы. Спустя полвека, в Париже Анатоль знакомится с Абаем, внуком того самого шамана, который уверен, что его дед передал свои уникальные способности Анатолю...","Е.Шынарбаев, Ж. Депардье",NULL
291,Drama;Full-length,Kenzhe,E. Tursunov. 2015,"The film ""Kenzhe"" tells the story of brothers whose parents died when they were still young. The brothers were assigned to an orphanage in their village, from where they run away to the city. Years pass, and the guys begin to earn a living, taking orders to eliminate people. The protagonists are waiting for betrayal, disappointment and cruelty. The picture is the last part of the Kazakh director's trilogy, which includes ""Kelin"" and ""Shal"".",https://static.tildacdn.com/stor3361-3662-4233-b865-343663386661/44658328.jpg,2015,E. Tursunov,,,Кенже,"Фильм ""Кенже"" повествует историю братьев, родители которых погибли, когда они были еще маленькими. Братьев определили в детский дом в их ауле, откуда они сбегают в город. Проходят годы, и парни начинают зарабатывать на жизнь, принимая заказы на устранение людей. Главных героев ждет предательство, разочарование и жестокость. Картина является последней частью трилогии казахстанского режиссера, в которую вошли "" Келин"" и ""Шал"".",Е. Турсунов,NULL
292,Biography;Drama;Historical films;Full-length,Amanat,S. Narymbetov. 2015,"The historical drama tells about the repressed historian Yermukhan Bekmakhanov, who made scientific conclusions about the period of the uprising led by Kenesary Kasymov, which is recognized as the largest national uprising in the Kazakh Khanate in the 19th century.",https://static.tildacdn.com/stor3135-3337-4532-a135-336361363539/29827456.jpg,2015,S. Narymbetov,,,Аманат,"По своей драматургической структуре литературный сценарий «АМАНАТ» («Последний долг») делится на три временные периоды: середина ХIХ-го века, этот период освещает деятельность эпической личности Кенже Султана (Кенесары), середина ХХ-го века, касающаяся биографии и научной деятельности историка-ученого Бека Маханова (Ермухан Бекмаханов) и вторая половина ХХ-го века, повествующая о молодом журналисте-исследователе Рамазане (С. Нарымбетов).",С.Нарымбетов,NULL
293,Action;Crime;Full-length,Oberon Conspiracy,A. Batalov. 2014,"A unique transuranium element has been discovered in Kazakhstan. Scientists have not yet revealed the essence of the substance, but they are confident that it will revolutionize the scientific world. The element receives an unofficial name - ""Oberon"", and information about its development is classified. However, criminal syndicates from different countries, having learned about a valuable find, begin a real hunt for it. And then the special agent of Kazakhstan, Chingiz, enters this dangerous fight.",https://static.tildacdn.com/stor3937-3036-4965-a163-393766343764/32192133.jpg,2014,A. Batalov,,,Заговор Оберона,"В Казахстане обнаружен уникальный трансурановый элемент. Ученые пока не раскрыли сущность вещества, но уверены, что оно произведет революцию в научном мире. Элемент получает неофициальное название - ""Оберон"", а сведения его разработке засекречиваются. Однако , преступные синдикаты разных стран, узнавшие о ценной находке, начинают за ней настоящую охоту. И тогда в эту опасную схватку вступает спецагент Казахстана - Чингиз.",А. Баталов,NULL
294,Drama;Sport;Full-length,Zhol,A.Uzabaev. 2015,"The story of a young self-taught street fighter named Ogonyok, who works at an Almaty flea market and at the same time participates in underground fights without rules. Over time, the hero comes to the understanding that the big professional boxing ring is his life. He breaks out of the cycle of street fighting and betting when he comes to a boxing club...",https://static.tildacdn.com/stor3965-3661-4035-a139-333965613335/55813673.jpg,2015,A.Uzabaev,,,Путь Боксера,"История молодого уличного бойца-самоучки по кличке Огонек, который работает на алматинской барахолке и параллельно участвует в подпольных боях без правил. Со временем герой приходит к пониманию того, что большой ринг профессионального бокса – это его жизнь. Он вырывается из замкнутого круга уличных боев и ставок, когда приходит в боксерский клуб...",А.Узабаев,NULL
295,Biography;Drama;Historical films;Full-length,Qunanbai,D. Zholzhaksynov. 2015,"A film about the fate of Kunanbay, a strict but fair judge-volost, whose son, for centuries, will glorify his homeland and his people. The film will not only tell the biography of a historical character, but will also recreate the era of our country in the 19th century on the screen. The film is designed for a mass audience, for a fascinating excursion into the historical past. Kunanbai, according to eyewitnesses and contemporaries, was strict but fair. But sometimes he had to solve difficult lawsuits and disagreements between his own relatives, who did not want to come to terms with the decision of the volost. The choice was between duty and justice. And the little son of Kunanbay Ibrahim did not always understand how hard this or that decision is given to his father. Only many years later, the great philosopher Ibrahim, who remained in the history of Abay, began to understand his own father.",https://static.tildacdn.com/stor6563-6365-4863-a163-376366633734/30524737.png,2015,D. Zholzhaksynov,https://www.youtube.com/embed/YzVa2BTCi-o,"Prize For National Spirit, International Film Festival ""Silver Akbuzat"" (Ufa).
The State Prize of the Republic of Kazakhstan in the field of literature and art was awarded ? director D. Zholzhaksynov, production designer: R. Odinaev, actors - N.Salykova and A.Bektemir (December, 2016).",Кунанбай,"Фильм о судьбе Кунанбая, строгого, но справедливого судьи-волостного, чей сын, на века, прославит свою родину и свой народ.Фильм не только расскажет биографию исторического персонажа, но и воссоздаст на экране эпоху нашей страны в XIX веке. Фильм рассчитан на массовую аудиторию, для увлекательного экскурса в историческое прошлое. Кунанбай по свидетельствам очевидцев и современников был строгим, но справедливым. Но иногда ему приходилось решать тяжелые тяжбы и разногласия между своими же сородичами, которые никак не желали примириться с решением волостного. Выбор стоял между долгом и справедливостью. И маленький сын Кунанбая Ибрагим, не всегда понимал, как тяжело дается отцу то или иное решение. Только спустя много лет, великий философ Ибрагим, который остался в истории Абаем, стал понимать своего родного отца.",Д.Жолжаксынов,"Приз За национальный дух, МКФ «Серебряный Акбузат» (Уфа).
Государственной премии Республики Казахстан в области литературы и искусства удостоены — режиссер Д. Жолжаксынов, художник-постановщик: Р. Одинаев, актеры - Н.Салыкова и А.Бектемир (декабрь, 2016 год).
Самый долгий день лета  Самый долгий день на земле.
"
296,Comedy;Melodrama;Full-length,16 Kyz,K. Mustafin. 2015,"Baurzhan Pernebaev, a school teacher from the town of Ush Aral, travels to Astana in search of a bride. There he is met by his son-in-law Beibut, on the way home Bauyrzhan notices a large billboard ""Beauty Contest - 16 kyz"", which depicts beautiful girls - contestants from all over Kazakhstan. They get into this competition, the applicants are one more beautiful than the other. Bauyrzhan unsuccessfully tries to get to know them. But happiness is out there...",https://static.tildacdn.com/stor3230-3538-4932-b234-373839663265/74354906.png,2015,K. Mustafin,https://www.youtube.com/embed/lo67aHlP1Jc,,16 Кыз,"Бауржан Пернебаев, школьный учитель из городка Уш Арал, отравляется в поисках невесты в Астану. Там его встречает его зять Бейбут, по дороге домой Бауыржан замечает большой билборд «Конкурс красоты – Он алты кыз», на котором изображены красивые девушки - конкурсантки со всего Казахстана. Они попадают на этот конкурс, претендентки одна краше другой. Бауыржан безуспешно пытается познакомиться с ними. Но счастье где-то рядом...",К.Мустафин,NULL
297,Drama;Full-length,Walnut Tree,E. Nurmukhambetov. 2015,"In terms of emotional and plot content, this film can be safely called a hymn to the life of ordinary people. The film shows the everyday life of a modern village in the southern regions of Kazakhstan. The film is about young people who fell in love and got married, but at the same time they did it, preserving the ancient traditions of the region, namely, a guy with friends stole a girl (with her consent). This whole story ends with a chic southern wedding. The second half of the film shows the life of a young family, the appearance of children in it, etc. The most valuable thing in the film is its cinematic form, cinematic language.",https://static.tildacdn.com/tild6662-3332-4365-a166-393239316530/af214cba4089a8f68507.jpeg,2015,E. Nurmukhambetov,https://www.youtube.com/embed/HoZeqyCsxHs,"Grand Prix in the New Currents section of the 20th Busan International Film Festival (South Korea, 2015).
Special Prize of the International Jury (""For the ability to bring a smile despite the difficult economic and political situation"") of the 22nd International Asian Film Festival in Vesoul (France, 2016).
Special Film Critics Prize (""For a Lively and Bold Portrait of Rural Life"") of the 22nd International Asian Film Festival in Vesoul (France, 2016).
Special Prize of the 34th Fajr International Film Festival.",Ореховое Дерево,"По эмоциональному и сюжетному содержанию этот фильм смело можно назвать гимном жизни простых людей. В фильме показан повседневный быт современного села южных регионов Казахстана. В картине речь идет о молодых людях, (парень, девушка) которые полюбили друг друга и поженились, но в то же время они это сделали, сохранив древние традиции края, а именно – парень с друзьями украл девушку (с ее согласия). Вся эта история заканчивается с шикарной южной свадьбой. Во второй половине фильма показана жизнь молодой семьи, появление в ней детей и т.д.. Самое ценное в картине - это ее кинематографическая форма, кино язык.",Е.Нурмухамбетов,"Гран-при в секции New Currents («Новые течения) 20-го Пусанского международного кинофестиваля (Южная Корея, 2015 г.).
Специальный приз международного жюри («За способность вызвать улыбку несмотря на сложную экономическую и политическую ситуацию») 22-го Международного кинофестиваля Азиатского кино в Везуле (Франция, 2016 г.).
Специальный приз кинокритиков («За живой и смелый портрет сельской жизни») 22-го Международного кинофестиваля Азиатского кино в Везуле (Франция, 2016 г.).
Специальный приз 34-го Международного кинофестиваля Фаджр.
"
298,Biography;Drama;Full-length,Aligned in the Stars,S. Snezhkin. 2016,"English writer Jeremy Wilson seeks a meeting with Kazakh President Nursultan Nazarbayev to write his biography. However, the planned interview turns into a long and exciting journey of the journalist and the Head of State across the country and in time.",https://static.tildacdn.com/stor3531-3261-4935-b733-636237303963/57643037.png,2016,S. Snezhkin,,,Так сложились звезды,"Английский писатель Джереми Вильсон добивается встречи с Президентом Казахстана Нурсултаном Назарбаевым, чтобы написать его биографию. Однако запланированное интервью превращается в длительное захватывающее путешествие журналиста и Главы государства по всей стране и во времени.",С.Снежкин,NULL
299,Drama;Historical films;Full-length,Oralman,S. Kurmanbekov. 2016,"A Kazakh family lives in Afghanistan, which fled from the Red Terror back in the 1930s. There, old man Bazarbai had children: a son and a daughter. The children have grown up and already have families of their own. The son married a local Pashtun woman. The daughter also married an Afghan. Son Saparkul fought in the Mujahideen. But time has passed. The Bazarbai family receives a long-awaited quota for resettlement in Kazakhstan. The family is going on a long journey.",https://static.tildacdn.com/stor3535-3139-4263-b563-626662633061/31921956.jpg,2016,S. Kurmanbekov,,,Оралман,"В Афганистане живет казахская семья, которая ещё в 30-х годах бежала от красного террора. Там у старика Базарбая родились дети: сын и дочь. Дети выросли – уже имеют свои семьи. Сын женился на местной пуштунке. Дочь вышла замуж тоже за афганца. Сын Сапаркул воевал в составе моджахедов. Но прошло время. Семья Базарбая получает долгожданную квоту на переселение в Казахстан. Семья собирается в дальнюю дорогу.",С.Курманбеков,NULL
